ID,GAME_ID,TEAM_ID,TEAM_NAME,GOALS,FIRST_HALF_GOALS,POSSESSION_PERCENTAGE,TOTAL_PASS,EVENT_TYPE_ID,EVENT_NAME,EVENT_PERIOD_MINUTE,HOME_TEAM,GAME_DATE
1462874745,919267,1,Manchester United,1,1,51.4,460,17,Card,67,1,2018-05-13T15:00:00Z
1234798721,919267,57,Watford,0,0,48.6,429,1,Pass,51,1,2018-05-13T15:00:00Z
1234798721,919267,57,Watford,0,0,48.6,429,49,Ball recovery,37,1,2018-05-13T15:00:00Z
1234798721,919267,57,Watford,0,0,48.6,429,1,Pass,59,1,2018-05-13T15:00:00Z
1234798721,919267,57,Watford,0,0,48.6,429,1,Pass,23,1,2018-05-13T15:00:00Z
1462874745,919267,1,Manchester United,1,1,51.4,460,1,Pass,5,1,2018-05-13T15:00:00Z
1234798721,919267,57,Watford,0,0,48.6,429,1,Pass,39,1,2018-05-13T15:00:00Z
1462874745,919267,1,Manchester United,1,1,51.4,460,44,Aerial,78,1,2018-05-13T15:00:00Z
1234798721,919267,57,Watford,0,0,48.6,429,5,Out,46,1,2018-05-13T15:00:00Z
1462874745,919267,1,Manchester United,1,1,51.4,460,61,Ball touch,44,1,2018-05-13T15:00:00Z
1462874745,919267,1,Manchester United,1,1,51.4,460,1,Pass,54,1,2018-05-13T15:00:00Z
1462874745,919267,1,Manchester United,1,1,51.4,460,49,Ball recovery,82,1,2018-05-13T15:00:00Z
1234798721,919267,57,Watford,0,0,48.6,429,4,Free kick,16,1,2018-05-13T15:00:00Z
1462874745,919267,1,Manchester United,1,1,51.4,460,61,Ball touch,79,1,2018-05-13T15:00:00Z
1462874745,919267,1,Manchester United,1,1,51.4,460,1,Pass,78,1,2018-05-13T15:00:00Z
1234798721,919267,57,Watford,0,0,48.6,429,50,Dispossessed,90,1,2018-05-13T15:00:00Z
1234798721,919267,57,Watford,0,0,48.6,429,4,Free kick,23,1,2018-05-13T15:00:00Z
1234798721,919267,57,Watford,0,0,48.6,429,3,Take On,81,1,2018-05-13T15:00:00Z
1234798721,919267,57,Watford,0,0,48.6,429,1,Pass,60,1,2018-05-13T15:00:00Z
1462874745,919267,1,Manchester United,1,1,51.4,460,5,Out,25,1,2018-05-13T15:00:00Z
1462874745,919267,1,Manchester United,1,1,51.4,460,1,Pass,25,1,2018-05-13T15:00:00Z
1462874745,919267,1,Manchester United,1,1,51.4,460,1,Pass,37,1,2018-05-13T15:00:00Z
1234798721,919267,57,Watford,0,0,48.6,429,5,Out,65,1,2018-05-13T15:00:00Z
1462874745,919267,1,Manchester United,1,1,51.4,460,1,Pass,15,1,2018-05-13T15:00:00Z
1234798721,919267,57,Watford,0,0,48.6,429,1,Pass,64,1,2018-05-13T15:00:00Z
1462874745,919267,1,Manchester United,1,1,51.4,460,52,Keeper pick-up,4,1,2018-05-13T15:00:00Z
1462874745,919267,1,Manchester United,1,1,51.4,460,1,Pass,56,1,2018-05-13T15:00:00Z
1462874745,919267,1,Manchester United,1,1,51.4,460,15,Attempt Saved,46,1,2018-05-13T15:00:00Z
1462874745,919267,1,Manchester United,1,1,51.4,460,44,Aerial,1,1,2018-05-13T15:00:00Z
1462874745,919267,1,Manchester United,1,1,51.4,460,1,Pass,67,1,2018-05-13T15:00:00Z
1462874745,919267,1,Manchester United,1,1,51.4,460,27,Start delay,48,1,2018-05-13T15:00:00Z
1234798721,919267,57,Watford,0,0,48.6,429,1,Pass,64,1,2018-05-13T15:00:00Z
1462874745,919267,1,Manchester United,1,1,51.4,460,1,Pass,32,1,2018-05-13T15:00:00Z
1234798721,919267,57,Watford,0,0,48.6,429,1,Pass,74,1,2018-05-13T15:00:00Z
1462874745,919267,1,Manchester United,1,1,51.4,460,4,Free kick,90,1,2018-05-13T15:00:00Z
1234798721,919267,57,Watford,0,0,48.6,429,1,Pass,34,1,2018-05-13T15:00:00Z
1234798721,919267,57,Watford,0,0,48.6,429,44,Aerial,40,1,2018-05-13T15:00:00Z
1234798721,919267,57,Watford,0,0,48.6,429,3,Take On,10,1,2018-05-13T15:00:00Z
1462874745,919267,1,Manchester United,1,1,51.4,460,1,Pass,4,1,2018-05-13T15:00:00Z
1462874745,919267,1,Manchester United,1,1,51.4,460,44,Aerial,40,1,2018-05-13T15:00:00Z
1234798721,919267,57,Watford,0,0,48.6,429,12,Clearance,30,1,2018-05-13T15:00:00Z
1462874745,919267,1,Manchester United,1,1,51.4,460,12,Clearance,47,1,2018-05-13T15:00:00Z
1462874745,919267,1,Manchester United,1,1,51.4,460,1,Pass,64,1,2018-05-13T15:00:00Z
1234798721,919267,57,Watford,0,0,48.6,429,45,Challenge,45,1,2018-05-13T15:00:00Z
1462874745,919267,1,Manchester United,1,1,51.4,460,1,Pass,14,1,2018-05-13T15:00:00Z
1462874745,919267,1,Manchester United,1,1,51.4,460,1,Pass,20,1,2018-05-13T15:00:00Z
1462874745,919267,1,Manchester United,1,1,51.4,460,49,Ball recovery,50,1,2018-05-13T15:00:00Z
1462874745,919267,1,Manchester United,1,1,51.4,460,1,Pass,82,1,2018-05-13T15:00:00Z
1462874745,919267,1,Manchester United,1,1,51.4,460,49,Ball recovery,39,1,2018-05-13T15:00:00Z
1462874745,919267,1,Manchester United,1,1,51.4,460,74,Blocked Pass,65,1,2018-05-13T15:00:00Z
1234798721,919267,57,Watford,0,0,48.6,429,1,Pass,39,1,2018-05-13T15:00:00Z
1234798721,919267,57,Watford,0,0,48.6,429,5,Out,37,1,2018-05-13T15:00:00Z
1462874745,919267,1,Manchester United,1,1,51.4,460,1,Pass,65,1,2018-05-13T15:00:00Z
1234798721,919267,57,Watford,0,0,48.6,429,1,Pass,66,1,2018-05-13T15:00:00Z
1462874745,919267,1,Manchester United,1,1,51.4,460,1,Pass,68,1,2018-05-13T15:00:00Z
1462874745,919267,1,Manchester United,1,1,51.4,460,5,Out,16,1,2018-05-13T15:00:00Z
1234798721,919267,57,Watford,0,0,48.6,429,61,Ball touch,18,1,2018-05-13T15:00:00Z
1462874745,919267,1,Manchester United,1,1,51.4,460,1,Pass,69,1,2018-05-13T15:00:00Z
1234798721,919267,57,Watford,0,0,48.6,429,30,End,0,1,2018-05-13T15:00:00Z
1462874745,919267,1,Manchester United,1,1,51.4,460,4,Free kick,35,1,2018-05-13T15:00:00Z
1234798721,919267,57,Watford,0,0,48.6,429,8,Interception,82,1,2018-05-13T15:00:00Z
1234798721,919267,57,Watford,0,0,48.6,429,1,Pass,10,1,2018-05-13T15:00:00Z
1234798721,919267,57,Watford,0,0,48.6,429,13,Miss,83,1,2018-05-13T15:00:00Z
1462874745,919267,1,Manchester United,1,1,51.4,460,1,Pass,18,1,2018-05-13T15:00:00Z
1234798721,919267,57,Watford,0,0,48.6,429,61,Ball touch,49,1,2018-05-13T15:00:00Z
1462874745,919267,1,Manchester United,1,1,51.4,460,1,Pass,73,1,2018-05-13T15:00:00Z
1462874745,919267,1,Manchester United,1,1,51.4,460,1,Pass,46,1,2018-05-13T15:00:00Z
1234798721,919267,57,Watford,0,0,48.6,429,49,Ball recovery,79,1,2018-05-13T15:00:00Z
1462874745,919267,1,Manchester United,1,1,51.4,460,1,Pass,60,1,2018-05-13T15:00:00Z
1462874745,919267,1,Manchester United,1,1,51.4,460,50,Dispossessed,72,1,2018-05-13T15:00:00Z
1462874745,919267,1,Manchester United,1,1,51.4,460,6,Corner,5,1,2018-05-13T15:00:00Z
1462874745,919267,1,Manchester United,1,1,51.4,460,5,Out,9,1,2018-05-13T15:00:00Z
1234798721,919267,57,Watford,0,0,48.6,429,49,Ball recovery,10,1,2018-05-13T15:00:00Z
1462874745,919267,1,Manchester United,1,1,51.4,460,1,Pass,79,1,2018-05-13T15:00:00Z
1462874745,919267,1,Manchester United,1,1,51.4,460,1,Pass,53,1,2018-05-13T15:00:00Z
1462874745,919267,1,Manchester United,1,1,51.4,460,1,Pass,8,1,2018-05-13T15:00:00Z
1462874745,919267,1,Manchester United,1,1,51.4,460,1,Pass,32,1,2018-05-13T15:00:00Z
1462874745,919267,1,Manchester United,1,1,51.4,460,1,Pass,33,1,2018-05-13T15:00:00Z
1462874745,919267,1,Manchester United,1,1,51.4,460,12,Clearance,82,1,2018-05-13T15:00:00Z
1234798721,919267,57,Watford,0,0,48.6,429,1,Pass,68,1,2018-05-13T15:00:00Z
1234798721,919267,57,Watford,0,0,48.6,429,13,Miss,9,1,2018-05-13T15:00:00Z
1462874745,919267,1,Manchester United,1,1,51.4,460,5,Out,21,1,2018-05-13T15:00:00Z
1234798721,919267,57,Watford,0,0,48.6,429,12,Clearance,54,1,2018-05-13T15:00:00Z
1234798721,919267,57,Watford,0,0,48.6,429,1,Pass,41,1,2018-05-13T15:00:00Z
1462874745,919267,1,Manchester United,1,1,51.4,460,5,Out,62,1,2018-05-13T15:00:00Z
1234798721,919267,57,Watford,0,0,48.6,429,1,Pass,93,1,2018-05-13T15:00:00Z
1234798721,919267,57,Watford,0,0,48.6,429,1,Pass,31,1,2018-05-13T15:00:00Z
1234798721,919267,57,Watford,0,0,48.6,429,1,Pass,82,1,2018-05-13T15:00:00Z
1234798721,919267,57,Watford,0,0,48.6,429,1,Pass,73,1,2018-05-13T15:00:00Z
1462874745,919267,1,Manchester United,1,1,51.4,460,1,Pass,5,1,2018-05-13T15:00:00Z
1462874745,919267,1,Manchester United,1,1,51.4,460,6,Corner,78,1,2018-05-13T15:00:00Z
1462874745,919267,1,Manchester United,1,1,51.4,460,1,Pass,56,1,2018-05-13T15:00:00Z
1462874745,919267,1,Manchester United,1,1,51.4,460,1,Pass,42,1,2018-05-13T15:00:00Z
1234798721,919267,57,Watford,0,0,48.6,429,44,Aerial,45,1,2018-05-13T15:00:00Z
1462874745,919267,1,Manchester United,1,1,51.4,460,1,Pass,15,1,2018-05-13T15:00:00Z
1234798721,919267,57,Watford,0,0,48.6,429,1,Pass,16,1,2018-05-13T15:00:00Z
1234798721,919267,57,Watford,0,0,48.6,429,6,Corner,39,1,2018-05-13T15:00:00Z
1462874745,919267,1,Manchester United,1,1,51.4,460,1,Pass,32,1,2018-05-13T15:00:00Z
1462874745,919267,1,Manchester United,1,1,51.4,460,1,Pass,39,1,2018-05-13T15:00:00Z
1462874745,919267,1,Manchester United,1,1,51.4,460,1,Pass,14,1,2018-05-13T15:00:00Z
1234798721,919267,57,Watford,0,0,48.6,429,1,Pass,8,1,2018-05-13T15:00:00Z
1234798721,919267,57,Watford,0,0,48.6,429,3,Take On,86,1,2018-05-13T15:00:00Z
1234798721,919267,57,Watford,0,0,48.6,429,5,Out,59,1,2018-05-13T15:00:00Z
1234798721,919267,57,Watford,0,0,48.6,429,1,Pass,58,1,2018-05-13T15:00:00Z
1234798721,919267,57,Watford,0,0,48.6,429,1,Pass,77,1,2018-05-13T15:00:00Z
1234798721,919267,57,Watford,0,0,48.6,429,3,Take On,12,1,2018-05-13T15:00:00Z
1462874745,919267,1,Manchester United,1,1,51.4,460,2,Offside Pass,63,1,2018-05-13T15:00:00Z
1462874745,919267,1,Manchester United,1,1,51.4,460,1,Pass,8,1,2018-05-13T15:00:00Z
1462874745,919267,1,Manchester United,1,1,51.4,460,49,Ball recovery,77,1,2018-05-13T15:00:00Z
1462874745,919267,1,Manchester United,1,1,51.4,460,4,Free kick,67,1,2018-05-13T15:00:00Z
1462874745,919267,1,Manchester United,1,1,51.4,460,1,Pass,27,1,2018-05-13T15:00:00Z
1234798721,919267,57,Watford,0,0,48.6,429,1,Pass,26,1,2018-05-13T15:00:00Z
1234798721,919267,57,Watford,0,0,48.6,429,49,Ball recovery,4,1,2018-05-13T15:00:00Z
1462874745,919267,1,Manchester United,1,1,51.4,460,1,Pass,49,1,2018-05-13T15:00:00Z
1462874745,919267,1,Manchester United,1,1,51.4,460,5,Out,2,1,2018-05-13T15:00:00Z
1462874745,919267,1,Manchester United,1,1,51.4,460,1,Pass,38,1,2018-05-13T15:00:00Z
1234798721,919267,57,Watford,0,0,48.6,429,7,Tackle,61,1,2018-05-13T15:00:00Z
1234798721,919267,57,Watford,0,0,48.6,429,5,Out,29,1,2018-05-13T15:00:00Z
1462874745,919267,1,Manchester United,1,1,51.4,460,5,Out,55,1,2018-05-13T15:00:00Z
1462874745,919267,1,Manchester United,1,1,51.4,460,1,Pass,68,1,2018-05-13T15:00:00Z
1234798721,919267,57,Watford,0,0,48.6,429,1,Pass,41,1,2018-05-13T15:00:00Z
1234798721,919267,57,Watford,0,0,48.6,429,59,Keeper Sweeper,34,1,2018-05-13T15:00:00Z
1462874745,919267,1,Manchester United,1,1,51.4,460,5,Out,50,1,2018-05-13T15:00:00Z
1462874745,919267,1,Manchester United,1,1,51.4,460,1,Pass,56,1,2018-05-13T15:00:00Z
1234798721,919267,57,Watford,0,0,48.6,429,49,Ball recovery,90,1,2018-05-13T15:00:00Z
1462874745,919267,1,Manchester United,1,1,51.4,460,1,Pass,27,1,2018-05-13T15:00:00Z
1462874745,919267,1,Manchester United,1,1,51.4,460,49,Ball recovery,0,1,2018-05-13T15:00:00Z
1462874745,919267,1,Manchester United,1,1,51.4,460,1,Pass,50,1,2018-05-13T15:00:00Z
1462874745,919267,1,Manchester United,1,1,51.4,460,1,Pass,86,1,2018-05-13T15:00:00Z
1462874745,919267,1,Manchester United,1,1,51.4,460,4,Free kick,19,1,2018-05-13T15:00:00Z
1462874745,919267,1,Manchester United,1,1,51.4,460,10,Save,43,1,2018-05-13T15:00:00Z
1462874745,919267,1,Manchester United,1,1,51.4,460,5,Out,37,1,2018-05-13T15:00:00Z
1234798721,919267,57,Watford,0,0,48.6,429,40,Formation change,20,1,2018-05-13T15:00:00Z
1234798721,919267,57,Watford,0,0,48.6,429,3,Take On,31,1,2018-05-13T15:00:00Z
1462874745,919267,1,Manchester United,1,1,51.4,460,1,Pass,5,1,2018-05-13T15:00:00Z
1462874745,919267,1,Manchester United,1,1,51.4,460,1,Pass,28,1,2018-05-13T15:00:00Z
1234798721,919267,57,Watford,0,0,48.6,429,1,Pass,61,1,2018-05-13T15:00:00Z
1234798721,919267,57,Watford,0,0,48.6,429,12,Clearance,33,1,2018-05-13T15:00:00Z
1462874745,919267,1,Manchester United,1,1,51.4,460,12,Clearance,80,1,2018-05-13T15:00:00Z
1234798721,919267,57,Watford,0,0,48.6,429,1,Pass,65,1,2018-05-13T15:00:00Z
1234798721,919267,57,Watford,0,0,48.6,429,1,Pass,46,1,2018-05-13T15:00:00Z
1462874745,919267,1,Manchester United,1,1,51.4,460,5,Out,35,1,2018-05-13T15:00:00Z
1462874745,919267,1,Manchester United,1,1,51.4,460,5,Out,22,1,2018-05-13T15:00:00Z
1462874745,919267,1,Manchester United,1,1,51.4,460,13,Miss,30,1,2018-05-13T15:00:00Z
1234798721,919267,57,Watford,0,0,48.6,429,28,End delay,20,1,2018-05-13T15:00:00Z
1234798721,919267,57,Watford,0,0,48.6,429,55,Offside provoked,18,1,2018-05-13T15:00:00Z
1234798721,919267,57,Watford,0,0,48.6,429,1,Pass,81,1,2018-05-13T15:00:00Z
1234798721,919267,57,Watford,0,0,48.6,429,1,Pass,31,1,2018-05-13T15:00:00Z
1462874745,919267,1,Manchester United,1,1,51.4,460,1,Pass,0,1,2018-05-13T15:00:00Z
1234798721,919267,57,Watford,0,0,48.6,429,49,Ball recovery,10,1,2018-05-13T15:00:00Z
1234798721,919267,57,Watford,0,0,48.6,429,8,Interception,78,1,2018-05-13T15:00:00Z
1234798721,919267,57,Watford,0,0,48.6,429,3,Take On,41,1,2018-05-13T15:00:00Z
1234798721,919267,57,Watford,0,0,48.6,429,1,Pass,4,1,2018-05-13T15:00:00Z
1462874745,919267,1,Manchester United,1,1,51.4,460,61,Ball touch,54,1,2018-05-13T15:00:00Z
1462874745,919267,1,Manchester United,1,1,51.4,460,1,Pass,24,1,2018-05-13T15:00:00Z
1234798721,919267,57,Watford,0,0,48.6,429,1,Pass,12,1,2018-05-13T15:00:00Z
1462874745,919267,1,Manchester United,1,1,51.4,460,70,Injury Time Announcement,45,1,2018-05-13T15:00:00Z
1234798721,919267,57,Watford,0,0,48.6,429,18,Player off,62,1,2018-05-13T15:00:00Z
1462874745,919267,1,Manchester United,1,1,51.4,460,18,Player off,76,1,2018-05-13T15:00:00Z
1462874745,919267,1,Manchester United,1,1,51.4,460,1,Pass,45,1,2018-05-13T15:00:00Z
1462874745,919267,1,Manchester United,1,1,51.4,460,1,Pass,68,1,2018-05-13T15:00:00Z
1462874745,919267,1,Manchester United,1,1,51.4,460,1,Pass,54,1,2018-05-13T15:00:00Z
1234798721,919267,57,Watford,0,0,48.6,429,1,Pass,21,1,2018-05-13T15:00:00Z
1462874745,919267,1,Manchester United,1,1,51.4,460,1,Pass,27,1,2018-05-13T15:00:00Z
1234798721,919267,57,Watford,0,0,48.6,429,1,Pass,52,1,2018-05-13T15:00:00Z
1234798721,919267,57,Watford,0,0,48.6,429,1,Pass,82,1,2018-05-13T15:00:00Z
1234798721,919267,57,Watford,0,0,48.6,429,49,Ball recovery,59,1,2018-05-13T15:00:00Z
1462874745,919267,1,Manchester United,1,1,51.4,460,44,Aerial,45,1,2018-05-13T15:00:00Z
1234798721,919267,57,Watford,0,0,48.6,429,52,Keeper pick-up,4,1,2018-05-13T15:00:00Z
1234798721,919267,57,Watford,0,0,48.6,429,7,Tackle,61,1,2018-05-13T15:00:00Z
1462874745,919267,1,Manchester United,1,1,51.4,460,3,Take On,6,1,2018-05-13T15:00:00Z
1462874745,919267,1,Manchester United,1,1,51.4,460,44,Aerial,29,1,2018-05-13T15:00:00Z
1234798721,919267,57,Watford,0,0,48.6,429,19,Player on,71,1,2018-05-13T15:00:00Z
1462874745,919267,1,Manchester United,1,1,51.4,460,3,Take On,92,1,2018-05-13T15:00:00Z
1462874745,919267,1,Manchester United,1,1,51.4,460,28,End delay,36,1,2018-05-13T15:00:00Z
1234798721,919267,57,Watford,0,0,48.6,429,1,Pass,85,1,2018-05-13T15:00:00Z
1462874745,919267,1,Manchester United,1,1,51.4,460,1,Pass,74,1,2018-05-13T15:00:00Z
1462874745,919267,1,Manchester United,1,1,51.4,460,12,Clearance,88,1,2018-05-13T15:00:00Z
1234798721,919267,57,Watford,0,0,48.6,429,5,Out,25,1,2018-05-13T15:00:00Z
1462874745,919267,1,Manchester United,1,1,51.4,460,32,Start,45,1,2018-05-13T15:00:00Z
1462874745,919267,1,Manchester United,1,1,51.4,460,3,Take On,10,1,2018-05-13T15:00:00Z
1462874745,919267,1,Manchester United,1,1,51.4,460,12,Clearance,31,1,2018-05-13T15:00:00Z
1462874745,919267,1,Manchester United,1,1,51.4,460,44,Aerial,31,1,2018-05-13T15:00:00Z
1462874745,919267,1,Manchester United,1,1,51.4,460,1,Pass,73,1,2018-05-13T15:00:00Z
1234798721,919267,57,Watford,0,0,48.6,429,1,Pass,67,1,2018-05-13T15:00:00Z
1462874745,919267,1,Manchester United,1,1,51.4,460,1,Pass,68,1,2018-05-13T15:00:00Z
1462874745,919267,1,Manchester United,1,1,51.4,460,1,Pass,16,1,2018-05-13T15:00:00Z
1462874745,919267,1,Manchester United,1,1,51.4,460,1,Pass,30,1,2018-05-13T15:00:00Z
1234798721,919267,57,Watford,0,0,48.6,429,45,Challenge,85,1,2018-05-13T15:00:00Z
1462874745,919267,1,Manchester United,1,1,51.4,460,3,Take On,45,1,2018-05-13T15:00:00Z
1234798721,919267,57,Watford,0,0,48.6,429,49,Ball recovery,88,1,2018-05-13T15:00:00Z
1462874745,919267,1,Manchester United,1,1,51.4,460,50,Dispossessed,61,1,2018-05-13T15:00:00Z
1462874745,919267,1,Manchester United,1,1,51.4,460,5,Out,59,1,2018-05-13T15:00:00Z
1462874745,919267,1,Manchester United,1,1,51.4,460,1,Pass,13,1,2018-05-13T15:00:00Z
1462874745,919267,1,Manchester United,1,1,51.4,460,1,Pass,73,1,2018-05-13T15:00:00Z
1462874745,919267,1,Manchester United,1,1,51.4,460,61,Ball touch,31,1,2018-05-13T15:00:00Z
1234798721,919267,57,Watford,0,0,48.6,429,1,Pass,24,1,2018-05-13T15:00:00Z
1234798721,919267,57,Watford,0,0,48.6,429,12,Clearance,30,1,2018-05-13T15:00:00Z
1234798721,919267,57,Watford,0,0,48.6,429,1,Pass,90,1,2018-05-13T15:00:00Z
1462874745,919267,1,Manchester United,1,1,51.4,460,5,Out,46,1,2018-05-13T15:00:00Z
1234798721,919267,57,Watford,0,0,48.6,429,12,Clearance,21,1,2018-05-13T15:00:00Z
1462874745,919267,1,Manchester United,1,1,51.4,460,1,Pass,6,1,2018-05-13T15:00:00Z
1234798721,919267,57,Watford,0,0,48.6,429,1,Pass,46,1,2018-05-13T15:00:00Z
1462874745,919267,1,Manchester United,1,1,51.4,460,49,Ball recovery,79,1,2018-05-13T15:00:00Z
1462874745,919267,1,Manchester United,1,1,51.4,460,5,Out,45,1,2018-05-13T15:00:00Z
1462874745,919267,1,Manchester United,1,1,51.4,460,49,Ball recovery,63,1,2018-05-13T15:00:00Z
1462874745,919267,1,Manchester United,1,1,51.4,460,1,Pass,53,1,2018-05-13T15:00:00Z
1234798721,919267,57,Watford,0,0,48.6,429,1,Pass,84,1,2018-05-13T15:00:00Z
1462874745,919267,1,Manchester United,1,1,51.4,460,1,Pass,54,1,2018-05-13T15:00:00Z
1462874745,919267,1,Manchester United,1,1,51.4,460,1,Pass,54,1,2018-05-13T15:00:00Z
1462874745,919267,1,Manchester United,1,1,51.4,460,1,Pass,32,1,2018-05-13T15:00:00Z
