ID,GAME_ID,TEAM_ID,TEAM_NAME,GOALS,FIRST_HALF_GOALS,POSSESSION_PERCENTAGE,TOTAL_PASS,EVENT_TYPE_ID,EVENT_NAME,EVENT_PERIOD_MINUTE,HOME_TEAM,GAME_DATE
1845495572,919269,20,Southampton,0,0,30.3,259,61,Ball touch,25,20,2018-05-13T15:00:00Z
1845495572,919269,20,Southampton,0,0,30.3,259,1,Pass,35,20,2018-05-13T15:00:00Z
1085407685,919269,43,Manchester City,1,0,69.7,583,1,Pass,42,20,2018-05-13T15:00:00Z
1085407685,919269,43,Manchester City,1,0,69.7,583,1,Pass,44,20,2018-05-13T15:00:00Z
1845495572,919269,20,Southampton,0,0,30.3,259,1,Pass,70,20,2018-05-13T15:00:00Z
1845495572,919269,20,Southampton,0,0,30.3,259,1,Pass,48,20,2018-05-13T15:00:00Z
1085407685,919269,43,Manchester City,1,0,69.7,583,55,Offside provoked,54,20,2018-05-13T15:00:00Z
1085407685,919269,43,Manchester City,1,0,69.7,583,5,Out,90,20,2018-05-13T15:00:00Z
1845495572,919269,20,Southampton,0,0,30.3,259,1,Pass,83,20,2018-05-13T15:00:00Z
1085407685,919269,43,Manchester City,1,0,69.7,583,54,Smother,4,20,2018-05-13T15:00:00Z
1845495572,919269,20,Southampton,0,0,30.3,259,19,Player on,63,20,2018-05-13T15:00:00Z
1085407685,919269,43,Manchester City,1,0,69.7,583,1,Pass,70,20,2018-05-13T15:00:00Z
1845495572,919269,20,Southampton,0,0,30.3,259,12,Clearance,60,20,2018-05-13T15:00:00Z
1845495572,919269,20,Southampton,0,0,30.3,259,74,Blocked Pass,8,20,2018-05-13T15:00:00Z
1845495572,919269,20,Southampton,0,0,30.3,259,30,End,0,20,2018-05-13T15:00:00Z
1085407685,919269,43,Manchester City,1,0,69.7,583,30,End,94,20,2018-05-13T15:00:00Z
1085407685,919269,43,Manchester City,1,0,69.7,583,1,Pass,90,20,2018-05-13T15:00:00Z
1845495572,919269,20,Southampton,0,0,30.3,259,45,Challenge,19,20,2018-05-13T15:00:00Z
1085407685,919269,43,Manchester City,1,0,69.7,583,44,Aerial,26,20,2018-05-13T15:00:00Z
1085407685,919269,43,Manchester City,1,0,69.7,583,1,Pass,12,20,2018-05-13T15:00:00Z
1085407685,919269,43,Manchester City,1,0,69.7,583,5,Out,9,20,2018-05-13T15:00:00Z
1085407685,919269,43,Manchester City,1,0,69.7,583,52,Keeper pick-up,69,20,2018-05-13T15:00:00Z
1085407685,919269,43,Manchester City,1,0,69.7,583,1,Pass,2,20,2018-05-13T15:00:00Z
1085407685,919269,43,Manchester City,1,0,69.7,583,1,Pass,87,20,2018-05-13T15:00:00Z
1845495572,919269,20,Southampton,0,0,30.3,259,49,Ball recovery,53,20,2018-05-13T15:00:00Z
1085407685,919269,43,Manchester City,1,0,69.7,583,1,Pass,74,20,2018-05-13T15:00:00Z
1845495572,919269,20,Southampton,0,0,30.3,259,49,Ball recovery,41,20,2018-05-13T15:00:00Z
1085407685,919269,43,Manchester City,1,0,69.7,583,1,Pass,68,20,2018-05-13T15:00:00Z
1845495572,919269,20,Southampton,0,0,30.3,259,4,Free kick,13,20,2018-05-13T15:00:00Z
1845495572,919269,20,Southampton,0,0,30.3,259,4,Free kick,46,20,2018-05-13T15:00:00Z
1085407685,919269,43,Manchester City,1,0,69.7,583,49,Ball recovery,51,20,2018-05-13T15:00:00Z
1845495572,919269,20,Southampton,0,0,30.3,259,1,Pass,82,20,2018-05-13T15:00:00Z
1085407685,919269,43,Manchester City,1,0,69.7,583,52,Keeper pick-up,6,20,2018-05-13T15:00:00Z
1085407685,919269,43,Manchester City,1,0,69.7,583,1,Pass,84,20,2018-05-13T15:00:00Z
1085407685,919269,43,Manchester City,1,0,69.7,583,12,Clearance,80,20,2018-05-13T15:00:00Z
1085407685,919269,43,Manchester City,1,0,69.7,583,5,Out,58,20,2018-05-13T15:00:00Z
1085407685,919269,43,Manchester City,1,0,69.7,583,1,Pass,85,20,2018-05-13T15:00:00Z
1845495572,919269,20,Southampton,0,0,30.3,259,1,Pass,64,20,2018-05-13T15:00:00Z
1085407685,919269,43,Manchester City,1,0,69.7,583,1,Pass,11,20,2018-05-13T15:00:00Z
1085407685,919269,43,Manchester City,1,0,69.7,583,5,Out,79,20,2018-05-13T15:00:00Z
1085407685,919269,43,Manchester City,1,0,69.7,583,1,Pass,44,20,2018-05-13T15:00:00Z
1845495572,919269,20,Southampton,0,0,30.3,259,4,Free kick,53,20,2018-05-13T15:00:00Z
1085407685,919269,43,Manchester City,1,0,69.7,583,1,Pass,18,20,2018-05-13T15:00:00Z
1085407685,919269,43,Manchester City,1,0,69.7,583,5,Out,71,20,2018-05-13T15:00:00Z
1845495572,919269,20,Southampton,0,0,30.3,259,44,Aerial,64,20,2018-05-13T15:00:00Z
1845495572,919269,20,Southampton,0,0,30.3,259,44,Aerial,64,20,2018-05-13T15:00:00Z
1845495572,919269,20,Southampton,0,0,30.3,259,74,Blocked Pass,9,20,2018-05-13T15:00:00Z
1085407685,919269,43,Manchester City,1,0,69.7,583,1,Pass,86,20,2018-05-13T15:00:00Z
1085407685,919269,43,Manchester City,1,0,69.7,583,1,Pass,11,20,2018-05-13T15:00:00Z
1085407685,919269,43,Manchester City,1,0,69.7,583,44,Aerial,33,20,2018-05-13T15:00:00Z
1845495572,919269,20,Southampton,0,0,30.3,259,61,Ball touch,37,20,2018-05-13T15:00:00Z
1085407685,919269,43,Manchester City,1,0,69.7,583,7,Tackle,8,20,2018-05-13T15:00:00Z
1085407685,919269,43,Manchester City,1,0,69.7,583,1,Pass,18,20,2018-05-13T15:00:00Z
1085407685,919269,43,Manchester City,1,0,69.7,583,1,Pass,17,20,2018-05-13T15:00:00Z
1845495572,919269,20,Southampton,0,0,30.3,259,61,Ball touch,85,20,2018-05-13T15:00:00Z
1085407685,919269,43,Manchester City,1,0,69.7,583,4,Free kick,30,20,2018-05-13T15:00:00Z
1085407685,919269,43,Manchester City,1,0,69.7,583,5,Out,66,20,2018-05-13T15:00:00Z
1085407685,919269,43,Manchester City,1,0,69.7,583,1,Pass,77,20,2018-05-13T15:00:00Z
1845495572,919269,20,Southampton,0,0,30.3,259,5,Out,39,20,2018-05-13T15:00:00Z
1845495572,919269,20,Southampton,0,0,30.3,259,1,Pass,62,20,2018-05-13T15:00:00Z
1085407685,919269,43,Manchester City,1,0,69.7,583,1,Pass,7,20,2018-05-13T15:00:00Z
1085407685,919269,43,Manchester City,1,0,69.7,583,49,Ball recovery,57,20,2018-05-13T15:00:00Z
1085407685,919269,43,Manchester City,1,0,69.7,583,44,Aerial,25,20,2018-05-13T15:00:00Z
1085407685,919269,43,Manchester City,1,0,69.7,583,1,Pass,13,20,2018-05-13T15:00:00Z
1845495572,919269,20,Southampton,0,0,30.3,259,1,Pass,92,20,2018-05-13T15:00:00Z
1845495572,919269,20,Southampton,0,0,30.3,259,49,Ball recovery,69,20,2018-05-13T15:00:00Z
1845495572,919269,20,Southampton,0,0,30.3,259,12,Clearance,85,20,2018-05-13T15:00:00Z
1845495572,919269,20,Southampton,0,0,30.3,259,1,Pass,57,20,2018-05-13T15:00:00Z
1085407685,919269,43,Manchester City,1,0,69.7,583,5,Out,1,20,2018-05-13T15:00:00Z
1845495572,919269,20,Southampton,0,0,30.3,259,8,Interception,68,20,2018-05-13T15:00:00Z
1085407685,919269,43,Manchester City,1,0,69.7,583,1,Pass,84,20,2018-05-13T15:00:00Z
1845495572,919269,20,Southampton,0,0,30.3,259,1,Pass,38,20,2018-05-13T15:00:00Z
1085407685,919269,43,Manchester City,1,0,69.7,583,52,Keeper pick-up,46,20,2018-05-13T15:00:00Z
1085407685,919269,43,Manchester City,1,0,69.7,583,1,Pass,67,20,2018-05-13T15:00:00Z
1845495572,919269,20,Southampton,0,0,30.3,259,74,Blocked Pass,77,20,2018-05-13T15:00:00Z
1085407685,919269,43,Manchester City,1,0,69.7,583,1,Pass,85,20,2018-05-13T15:00:00Z
1085407685,919269,43,Manchester City,1,0,69.7,583,45,Challenge,5,20,2018-05-13T15:00:00Z
1085407685,919269,43,Manchester City,1,0,69.7,583,1,Pass,46,20,2018-05-13T15:00:00Z
1845495572,919269,20,Southampton,0,0,30.3,259,45,Challenge,71,20,2018-05-13T15:00:00Z
1845495572,919269,20,Southampton,0,0,30.3,259,1,Pass,69,20,2018-05-13T15:00:00Z
1085407685,919269,43,Manchester City,1,0,69.7,583,1,Pass,12,20,2018-05-13T15:00:00Z
1845495572,919269,20,Southampton,0,0,30.3,259,1,Pass,51,20,2018-05-13T15:00:00Z
1085407685,919269,43,Manchester City,1,0,69.7,583,1,Pass,72,20,2018-05-13T15:00:00Z
1085407685,919269,43,Manchester City,1,0,69.7,583,1,Pass,54,20,2018-05-13T15:00:00Z
1845495572,919269,20,Southampton,0,0,30.3,259,1,Pass,32,20,2018-05-13T15:00:00Z
1085407685,919269,43,Manchester City,1,0,69.7,583,1,Pass,54,20,2018-05-13T15:00:00Z
1845495572,919269,20,Southampton,0,0,30.3,259,5,Out,87,20,2018-05-13T15:00:00Z
1085407685,919269,43,Manchester City,1,0,69.7,583,61,Ball touch,49,20,2018-05-13T15:00:00Z
1085407685,919269,43,Manchester City,1,0,69.7,583,1,Pass,45,20,2018-05-13T15:00:00Z
1845495572,919269,20,Southampton,0,0,30.3,259,49,Ball recovery,80,20,2018-05-13T15:00:00Z
1845495572,919269,20,Southampton,0,0,30.3,259,1,Pass,38,20,2018-05-13T15:00:00Z
1845495572,919269,20,Southampton,0,0,30.3,259,1,Pass,69,20,2018-05-13T15:00:00Z
1845495572,919269,20,Southampton,0,0,30.3,259,1,Pass,10,20,2018-05-13T15:00:00Z
1845495572,919269,20,Southampton,0,0,30.3,259,49,Ball recovery,28,20,2018-05-13T15:00:00Z
1085407685,919269,43,Manchester City,1,0,69.7,583,1,Pass,53,20,2018-05-13T15:00:00Z
1845495572,919269,20,Southampton,0,0,30.3,259,44,Aerial,19,20,2018-05-13T15:00:00Z
1085407685,919269,43,Manchester City,1,0,69.7,583,1,Pass,13,20,2018-05-13T15:00:00Z
1085407685,919269,43,Manchester City,1,0,69.7,583,44,Aerial,9,20,2018-05-13T15:00:00Z
1845495572,919269,20,Southampton,0,0,30.3,259,1,Pass,34,20,2018-05-13T15:00:00Z
1085407685,919269,43,Manchester City,1,0,69.7,583,1,Pass,8,20,2018-05-13T15:00:00Z
1085407685,919269,43,Manchester City,1,0,69.7,583,1,Pass,15,20,2018-05-13T15:00:00Z
1085407685,919269,43,Manchester City,1,0,69.7,583,1,Pass,45,20,2018-05-13T15:00:00Z
1845495572,919269,20,Southampton,0,0,30.3,259,5,Out,40,20,2018-05-13T15:00:00Z
1085407685,919269,43,Manchester City,1,0,69.7,583,1,Pass,37,20,2018-05-13T15:00:00Z
1845495572,919269,20,Southampton,0,0,30.3,259,1,Pass,80,20,2018-05-13T15:00:00Z
1085407685,919269,43,Manchester City,1,0,69.7,583,1,Pass,54,20,2018-05-13T15:00:00Z
1085407685,919269,43,Manchester City,1,0,69.7,583,49,Ball recovery,38,20,2018-05-13T15:00:00Z
1085407685,919269,43,Manchester City,1,0,69.7,583,5,Out,15,20,2018-05-13T15:00:00Z
1845495572,919269,20,Southampton,0,0,30.3,259,1,Pass,67,20,2018-05-13T15:00:00Z
1845495572,919269,20,Southampton,0,0,30.3,259,1,Pass,53,20,2018-05-13T15:00:00Z
1845495572,919269,20,Southampton,0,0,30.3,259,1,Pass,67,20,2018-05-13T15:00:00Z
1085407685,919269,43,Manchester City,1,0,69.7,583,44,Aerial,33,20,2018-05-13T15:00:00Z
1845495572,919269,20,Southampton,0,0,30.3,259,1,Pass,64,20,2018-05-13T15:00:00Z
1085407685,919269,43,Manchester City,1,0,69.7,583,7,Tackle,71,20,2018-05-13T15:00:00Z
1085407685,919269,43,Manchester City,1,0,69.7,583,1,Pass,9,20,2018-05-13T15:00:00Z
1085407685,919269,43,Manchester City,1,0,69.7,583,1,Pass,49,20,2018-05-13T15:00:00Z
1085407685,919269,43,Manchester City,1,0,69.7,583,1,Pass,26,20,2018-05-13T15:00:00Z
1085407685,919269,43,Manchester City,1,0,69.7,583,1,Pass,36,20,2018-05-13T15:00:00Z
1845495572,919269,20,Southampton,0,0,30.3,259,5,Out,36,20,2018-05-13T15:00:00Z
1085407685,919269,43,Manchester City,1,0,69.7,583,49,Ball recovery,9,20,2018-05-13T15:00:00Z
1085407685,919269,43,Manchester City,1,0,69.7,583,1,Pass,74,20,2018-05-13T15:00:00Z
1085407685,919269,43,Manchester City,1,0,69.7,583,7,Tackle,23,20,2018-05-13T15:00:00Z
1085407685,919269,43,Manchester City,1,0,69.7,583,1,Pass,18,20,2018-05-13T15:00:00Z
1085407685,919269,43,Manchester City,1,0,69.7,583,1,Pass,18,20,2018-05-13T15:00:00Z
1845495572,919269,20,Southampton,0,0,30.3,259,8,Interception,38,20,2018-05-13T15:00:00Z
1845495572,919269,20,Southampton,0,0,30.3,259,4,Free kick,78,20,2018-05-13T15:00:00Z
1085407685,919269,43,Manchester City,1,0,69.7,583,1,Pass,11,20,2018-05-13T15:00:00Z
1085407685,919269,43,Manchester City,1,0,69.7,583,1,Pass,86,20,2018-05-13T15:00:00Z
1845495572,919269,20,Southampton,0,0,30.3,259,5,Out,85,20,2018-05-13T15:00:00Z
1085407685,919269,43,Manchester City,1,0,69.7,583,1,Pass,54,20,2018-05-13T15:00:00Z
1845495572,919269,20,Southampton,0,0,30.3,259,1,Pass,42,20,2018-05-13T15:00:00Z
1845495572,919269,20,Southampton,0,0,30.3,259,5,Out,2,20,2018-05-13T15:00:00Z
1845495572,919269,20,Southampton,0,0,30.3,259,5,Out,68,20,2018-05-13T15:00:00Z
1845495572,919269,20,Southampton,0,0,30.3,259,61,Ball touch,34,20,2018-05-13T15:00:00Z
1845495572,919269,20,Southampton,0,0,30.3,259,6,Corner,8,20,2018-05-13T15:00:00Z
1085407685,919269,43,Manchester City,1,0,69.7,583,1,Pass,28,20,2018-05-13T15:00:00Z
1845495572,919269,20,Southampton,0,0,30.3,259,5,Out,0,20,2018-05-13T15:00:00Z
1845495572,919269,20,Southampton,0,0,30.3,259,17,Card,90,20,2018-05-13T15:00:00Z
1845495572,919269,20,Southampton,0,0,30.3,259,45,Challenge,45,20,2018-05-13T15:00:00Z
1085407685,919269,43,Manchester City,1,0,69.7,583,1,Pass,44,20,2018-05-13T15:00:00Z
1085407685,919269,43,Manchester City,1,0,69.7,583,1,Pass,9,20,2018-05-13T15:00:00Z
1845495572,919269,20,Southampton,0,0,30.3,259,1,Pass,41,20,2018-05-13T15:00:00Z
1845495572,919269,20,Southampton,0,0,30.3,259,49,Ball recovery,38,20,2018-05-13T15:00:00Z
1085407685,919269,43,Manchester City,1,0,69.7,583,1,Pass,19,20,2018-05-13T15:00:00Z
1085407685,919269,43,Manchester City,1,0,69.7,583,1,Pass,68,20,2018-05-13T15:00:00Z
1085407685,919269,43,Manchester City,1,0,69.7,583,1,Pass,90,20,2018-05-13T15:00:00Z
1085407685,919269,43,Manchester City,1,0,69.7,583,1,Pass,42,20,2018-05-13T15:00:00Z
1845495572,919269,20,Southampton,0,0,30.3,259,1,Pass,15,20,2018-05-13T15:00:00Z
1085407685,919269,43,Manchester City,1,0,69.7,583,1,Pass,7,20,2018-05-13T15:00:00Z
1085407685,919269,43,Manchester City,1,0,69.7,583,1,Pass,14,20,2018-05-13T15:00:00Z
1845495572,919269,20,Southampton,0,0,30.3,259,1,Pass,42,20,2018-05-13T15:00:00Z
1845495572,919269,20,Southampton,0,0,30.3,259,1,Pass,82,20,2018-05-13T15:00:00Z
1085407685,919269,43,Manchester City,1,0,69.7,583,5,Out,72,20,2018-05-13T15:00:00Z
1845495572,919269,20,Southampton,0,0,30.3,259,61,Ball touch,73,20,2018-05-13T15:00:00Z
1845495572,919269,20,Southampton,0,0,30.3,259,1,Pass,39,20,2018-05-13T15:00:00Z
1085407685,919269,43,Manchester City,1,0,69.7,583,5,Out,67,20,2018-05-13T15:00:00Z
1085407685,919269,43,Manchester City,1,0,69.7,583,1,Pass,32,20,2018-05-13T15:00:00Z
1085407685,919269,43,Manchester City,1,0,69.7,583,6,Corner,84,20,2018-05-13T15:00:00Z
1085407685,919269,43,Manchester City,1,0,69.7,583,1,Pass,37,20,2018-05-13T15:00:00Z
1085407685,919269,43,Manchester City,1,0,69.7,583,1,Pass,14,20,2018-05-13T15:00:00Z
1845495572,919269,20,Southampton,0,0,30.3,259,5,Out,72,20,2018-05-13T15:00:00Z
1085407685,919269,43,Manchester City,1,0,69.7,583,1,Pass,49,20,2018-05-13T15:00:00Z
1845495572,919269,20,Southampton,0,0,30.3,259,7,Tackle,36,20,2018-05-13T15:00:00Z
1085407685,919269,43,Manchester City,1,0,69.7,583,1,Pass,53,20,2018-05-13T15:00:00Z
1085407685,919269,43,Manchester City,1,0,69.7,583,3,Take On,71,20,2018-05-13T15:00:00Z
1085407685,919269,43,Manchester City,1,0,69.7,583,1,Pass,8,20,2018-05-13T15:00:00Z
1085407685,919269,43,Manchester City,1,0,69.7,583,1,Pass,4,20,2018-05-13T15:00:00Z
1085407685,919269,43,Manchester City,1,0,69.7,583,1,Pass,44,20,2018-05-13T15:00:00Z
1085407685,919269,43,Manchester City,1,0,69.7,583,49,Ball recovery,44,20,2018-05-13T15:00:00Z
1845495572,919269,20,Southampton,0,0,30.3,259,44,Aerial,90,20,2018-05-13T15:00:00Z
1085407685,919269,43,Manchester City,1,0,69.7,583,1,Pass,11,20,2018-05-13T15:00:00Z
1085407685,919269,43,Manchester City,1,0,69.7,583,1,Pass,54,20,2018-05-13T15:00:00Z
1085407685,919269,43,Manchester City,1,0,69.7,583,1,Pass,25,20,2018-05-13T15:00:00Z
1845495572,919269,20,Southampton,0,0,30.3,259,1,Pass,53,20,2018-05-13T15:00:00Z
1845495572,919269,20,Southampton,0,0,30.3,259,13,Miss,31,20,2018-05-13T15:00:00Z
1845495572,919269,20,Southampton,0,0,30.3,259,1,Pass,30,20,2018-05-13T15:00:00Z
1085407685,919269,43,Manchester City,1,0,69.7,583,1,Pass,36,20,2018-05-13T15:00:00Z
1085407685,919269,43,Manchester City,1,0,69.7,583,1,Pass,52,20,2018-05-13T15:00:00Z
1085407685,919269,43,Manchester City,1,0,69.7,583,1,Pass,43,20,2018-05-13T15:00:00Z
1085407685,919269,43,Manchester City,1,0,69.7,583,1,Pass,53,20,2018-05-13T15:00:00Z
1085407685,919269,43,Manchester City,1,0,69.7,583,1,Pass,3,20,2018-05-13T15:00:00Z
1085407685,919269,43,Manchester City,1,0,69.7,583,74,Blocked Pass,90,20,2018-05-13T15:00:00Z
1845495572,919269,20,Southampton,0,0,30.3,259,6,Corner,6,20,2018-05-13T15:00:00Z
1085407685,919269,43,Manchester City,1,0,69.7,583,1,Pass,14,20,2018-05-13T15:00:00Z
1085407685,919269,43,Manchester City,1,0,69.7,583,4,Free kick,26,20,2018-05-13T15:00:00Z
1845495572,919269,20,Southampton,0,0,30.3,259,8,Interception,26,20,2018-05-13T15:00:00Z
1085407685,919269,43,Manchester City,1,0,69.7,583,1,Pass,14,20,2018-05-13T15:00:00Z
1845495572,919269,20,Southampton,0,0,30.3,259,12,Clearance,4,20,2018-05-13T15:00:00Z
1845495572,919269,20,Southampton,0,0,30.3,259,1,Pass,66,20,2018-05-13T15:00:00Z
1085407685,919269,43,Manchester City,1,0,69.7,583,1,Pass,16,20,2018-05-13T15:00:00Z
1085407685,919269,43,Manchester City,1,0,69.7,583,49,Ball recovery,8,20,2018-05-13T15:00:00Z
1845495572,919269,20,Southampton,0,0,30.3,259,12,Clearance,85,20,2018-05-13T15:00:00Z
1845495572,919269,20,Southampton,0,0,30.3,259,1,Pass,73,20,2018-05-13T15:00:00Z
1845495572,919269,20,Southampton,0,0,30.3,259,1,Pass,77,20,2018-05-13T15:00:00Z
1845495572,919269,20,Southampton,0,0,30.3,259,1,Pass,53,20,2018-05-13T15:00:00Z
1085407685,919269,43,Manchester City,1,0,69.7,583,2,Offside Pass,91,20,2018-05-13T15:00:00Z
1845495572,919269,20,Southampton,0,0,30.3,259,44,Aerial,67,20,2018-05-13T15:00:00Z
1085407685,919269,43,Manchester City,1,0,69.7,583,3,Take On,13,20,2018-05-13T15:00:00Z
1085407685,919269,43,Manchester City,1,0,69.7,583,1,Pass,40,20,2018-05-13T15:00:00Z
1845495572,919269,20,Southampton,0,0,30.3,259,1,Pass,53,20,2018-05-13T15:00:00Z
1085407685,919269,43,Manchester City,1,0,69.7,583,3,Take On,45,20,2018-05-13T15:00:00Z
1845495572,919269,20,Southampton,0,0,30.3,259,1,Pass,77,20,2018-05-13T15:00:00Z
1845495572,919269,20,Southampton,0,0,30.3,259,1,Pass,22,20,2018-05-13T15:00:00Z
1085407685,919269,43,Manchester City,1,0,69.7,583,1,Pass,38,20,2018-05-13T15:00:00Z
1845495572,919269,20,Southampton,0,0,30.3,259,8,Interception,30,20,2018-05-13T15:00:00Z
1085407685,919269,43,Manchester City,1,0,69.7,583,32,Start,45,20,2018-05-13T15:00:00Z
1845495572,919269,20,Southampton,0,0,30.3,259,49,Ball recovery,2,20,2018-05-13T15:00:00Z
1845495572,919269,20,Southampton,0,0,30.3,259,1,Pass,57,20,2018-05-13T15:00:00Z
1845495572,919269,20,Southampton,0,0,30.3,259,49,Ball recovery,75,20,2018-05-13T15:00:00Z
